OSM_Data
"{'type': 'node', 'id': 2483017354, 'lat': 6.6227975, 'lon': -5.913364, 'tags': {'addr:city': 'Sinfra', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de Sinfra'}}"
"{'type': 'node', 'id': 4052762164, 'lat': 5.5724043, 'lon': -6.5927899, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Sainte Delphine'}}"
"{'type': 'node', 'id': 5861821116, 'lat': 6.6218432, 'lon': -5.9140308, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Bokosso Nouvelle'}}"
"{'type': 'node', 'id': 5861821161, 'lat': 6.6116807, 'lon': -5.9203798, 'tags': {'addr:city': 'SINFRA', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Pharmacie de la Gare'}}"
"{'type': 'node', 'id': 5887711196, 'lat': 5.787315, 'lon': -6.6024251, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Clinique Médico Chirurgical Val De Grace'}}"
"{'type': 'node', 'id': 5887711211, 'lat': 5.7878694, 'lon': -6.6045783, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor'}}"
"{'type': 'node', 'id': 5887772408, 'lat': 5.7843843, 'lon': -6.6061749, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Dispensaire Notre Dame du Calvaire'}}"
"{'type': 'node', 'id': 5887794459, 'lat': 5.7814595, 'lon': -6.6075683, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique Mayan Kassy'}}"
"{'type': 'node', 'id': 5887798213, 'lat': 5.7782099, 'lon': -6.5943698, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Centre de secours Yvette de Soubré'}}"
"{'type': 'node', 'id': 5887990395, 'lat': 5.7832328, 'lon': -6.6008453, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre de sante de lutte contre le SIDA'}}"
"{'type': 'node', 'id': 5887990735, 'lat': 5.7812437, 'lon': -6.6040562, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': ""Centre de santé humanitaire la vois de l'espoire""}}"
"{'type': 'node', 'id': 5887990740, 'lat': 5.7810045, 'lon': -6.6040237, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de la mosquée'}}"
"{'type': 'node', 'id': 5887991020, 'lat': 5.7793867, 'lon': -6.6042041, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre de santé an-nour'}}"
"{'type': 'node', 'id': 5887991074, 'lat': 5.7814515, 'lon': -6.6075662, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Cabinet Medical'}}"
"{'type': 'node', 'id': 5890722302, 'lat': 5.7845517, 'lon': -6.5964474, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique Chinoise'}}"
"{'type': 'node', 'id': 5890748760, 'lat': 5.7916573, 'lon': -6.5958081, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique'}}"
"{'type': 'node', 'id': 5890834780, 'lat': 5.7765213, 'lon': -6.5930039, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre médical le phénix'}}"
"{'type': 'node', 'id': 5890851958, 'lat': 5.7834182, 'lon': -6.5781518, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': ""Infirmerie Privée d'Abattoir""}}"
"{'type': 'node', 'id': 5890944002, 'lat': 5.7824015, 'lon': -6.5854937, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Infirmerie'}}"
"{'type': 'node', 'id': 5890951242, 'lat': 5.7803561, 'lon': -6.5817205, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique Paramédicale'}}"
"{'type': 'node', 'id': 5891191313, 'lat': 5.784006, 'lon': -6.6028778, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'centre de sante enfants'}}"
"{'type': 'node', 'id': 5891246775, 'lat': 5.783992, 'lon': -6.5881088, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de la Mairie'}}"
"{'type': 'node', 'id': 5891257786, 'lat': 5.7850481, 'lon': -6.5913697, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Institut Medicale IAMC Santé'}}"
"{'type': 'node', 'id': 5891257857, 'lat': 5.7846371, 'lon': -6.5921898, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique chinoise'}}"
"{'type': 'node', 'id': 5891260144, 'lat': 5.7768002, 'lon': -6.5871795, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique privée'}}"
"{'type': 'node', 'id': 5891260155, 'lat': 5.7832635, 'lon': -6.5880471, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique les Oliviers'}}"
"{'type': 'node', 'id': 5891628938, 'lat': 5.7914065, 'lon': -6.5900779, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie du château'}}"
"{'type': 'node', 'id': 5891628942, 'lat': 5.7915823, 'lon': -6.5896109, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Cabinet medical'}}"
"{'type': 'node', 'id': 5891629199, 'lat': 5.7843289, 'lon': -6.595211, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist', 'name': 'Labo de prothèse dentaire'}}"
"{'type': 'node', 'id': 5891662258, 'lat': 5.7762198, 'lon': -6.5913355, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Infirmierie Privée Espoir du Gabon'}}"
"{'type': 'node', 'id': 5891715587, 'lat': 5.7922064, 'lon': -6.5845858, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Centre paramedical la paix'}}"
"{'type': 'node', 'id': 5891848450, 'lat': 5.7920424, 'lon': -6.5873913, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Cabinet medical'}}"
"{'type': 'node', 'id': 5891848907, 'lat': 5.7727706, 'lon': -6.5933774, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Infirmierie Privée la vie'}}"
"{'type': 'node', 'id': 5891849155, 'lat': 5.7965424, 'lon': -6.590549, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre Médical Sainte Divine'}}"
"{'type': 'node', 'id': 5891872092, 'lat': 5.7843556, 'lon': -6.5865974, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Infirmerie Privée'}}"
"{'type': 'node', 'id': 5891872100, 'lat': 5.7844283, 'lon': -6.5850873, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie chinoise'}}"
"{'type': 'node', 'id': 5891875848, 'lat': 5.7983439, 'lon': -6.5877363, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre de Santé Communautaire ""Ebenezer""'}}"
"{'type': 'node', 'id': 5892672052, 'lat': 5.7882556, 'lon': -6.6033098, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Cabinet Sanitaire'}}"
"{'type': 'node', 'id': 5892708698, 'lat': 5.784095, 'lon': -6.5966504, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Grace Divine'}}"
"{'type': 'node', 'id': 5892750507, 'lat': 5.7891443, 'lon': -6.5992561, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de la gare'}}"
"{'type': 'node', 'id': 5892835130, 'lat': 5.787762, 'lon': -6.600887, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'centre de soins chinois', 'operator': 'ONG RAMAC'}}"
"{'type': 'node', 'id': 5892937000, 'lat': 5.7881636, 'lon': -6.5999679, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Medicament Chinoise'}}"
"{'type': 'node', 'id': 5892974282, 'lat': 5.7994027, 'lon': -6.5866403, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique PARA_Medical le prix du pardon'}}"
"{'type': 'node', 'id': 5892974298, 'lat': 5.8017896, 'lon': -6.5892179, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Case medicale'}}"
"{'type': 'node', 'id': 5893088788, 'lat': 5.7979348, 'lon': -6.5920014, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique Mory'}}"
"{'type': 'node', 'id': 5893666198, 'lat': 5.779376, 'lon': -6.6200824, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'pharmacie la providence'}}"
"{'type': 'node', 'id': 5894266530, 'lat': 5.7929396, 'lon': -6.6016003, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Infirmerie'}}"
"{'type': 'node', 'id': 5894319163, 'lat': 5.7759309, 'lon': -6.5943483, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Infirmerie privée la Concorde'}}"
"{'type': 'node', 'id': 5894638003, 'lat': 5.780731, 'lon': -6.5919444, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique Chinoise'}}"
"{'type': 'node', 'id': 5894729989, 'lat': 5.7816376, 'lon': -6.6044207, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Infirmerie Privée'}}"
"{'type': 'node', 'id': 5894780581, 'lat': 5.7814835, 'lon': -6.5921855, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'healthcare:speciality': 'traditional', 'name': 'Infimerie traditionnelle'}}"
"{'type': 'node', 'id': 5894780595, 'lat': 5.781266, 'lon': -6.5953468, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Paharmacie St Rita'}}"
"{'type': 'node', 'id': 5894780686, 'lat': 5.7704743, 'lon': -6.6219677, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Infimerie: Les Fallanges de Galéa'}}"
"{'type': 'node', 'id': 5894941118, 'lat': 5.7834236, 'lon': -6.5969635, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre medico-scolaire'}}"
"{'type': 'node', 'id': 5894941119, 'lat': 5.7813841, 'lon': -6.5920772, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Infirmerie privée'}}"
"{'type': 'node', 'id': 5894941147, 'lat': 5.7832568, 'lon': -6.5973316, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Centre de santé Trinité'}}"
"{'type': 'node', 'id': 5894941165, 'lat': 5.7815049, 'lon': -6.6045427, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': 'Infirmerie privée du petit marché'}}"
"{'type': 'node', 'id': 5894956797, 'lat': 5.7814805, 'lon': -6.5921368, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie par terre'}}"
"{'type': 'node', 'id': 6245415186, 'lat': 6.133448, 'lon': -5.9503372, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Lafia'}}"
"{'type': 'node', 'id': 6383526663, 'lat': 5.7890112, 'lon': -6.5993275, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de la gare'}}"
"{'type': 'node', 'id': 6482122078, 'lat': 5.8343398, 'lon': -5.3660871, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de la mairie'}}"
"{'type': 'node', 'id': 6618545143, 'lat': 6.732303, 'lon': -5.3052598, 'tags': {'addr:city': 'akpessekro', 'amenity': 'clinic', 'healthcare': 'clinic', 'healthcare:speciality': 'general', 'name': ""centre de santé d'apkessekro"", 'opening_hours': '24/7', 'operator': 'vilageois', 'operator:type': 'public'}}"
"{'type': 'node', 'id': 6689087885, 'lat': 6.1296797, 'lon': -5.9458828, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de Gognoa'}}"
"{'type': 'node', 'id': 7101360712, 'lat': 6.4884822, 'lon': -6.5787142, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 7101369263, 'lat': 6.6181552, 'lon': -6.0462339, 'tags': {'amenity': 'hospital', 'fixme': 'confirm location, this is squarely on the road', 'healthcare': 'hospital', 'name': 'Centre de santé de kouetinfla'}}"
"{'type': 'node', 'id': 7101369292, 'lat': 6.652155, 'lon': -5.809276, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de santé'}}"
"{'type': 'node', 'id': 7101381137, 'lat': 6.4888273, 'lon': -6.3907123, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de santé rural'}}"
"{'type': 'node', 'id': 7621924450, 'lat': 6.0484997, 'lon': -6.1031202, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Dispensaire Ahizabre'}}"
"{'type': 'node', 'id': 7621924484, 'lat': 5.837214, 'lon': -5.3498667, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de Santé NDA'}}"
"{'type': 'node', 'id': 7621956150, 'lat': 5.8404228, 'lon': -5.3544521, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': ""Pharmacie de l'amitié""}}"
"{'type': 'node', 'id': 7636340256, 'lat': 6.4868152, 'lon': -6.5935978, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Hadassa', 'phone': '87876239'}}"
"{'type': 'node', 'id': 7709996118, 'lat': 6.4302656, 'lon': -5.3581155, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Dispensaire Rural de Zangue'}}"
"{'type': 'node', 'id': 7716901653, 'lat': 6.6398966, 'lon': -5.6557391, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de Santé Rural de Kayeta'}}"
"{'type': 'node', 'id': 7716903225, 'lat': 6.6502078, 'lon': -5.6095916, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de Santé Urbain de Kononfla'}}"
"{'type': 'node', 'id': 7775281077, 'lat': 5.8472628, 'lon': -5.3570201, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Sainte Marie'}}"
"{'type': 'node', 'id': 7775281626, 'lat': 5.826458, 'lon': -5.3638556, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Fatima'}}"
"{'type': 'node', 'id': 7775290092, 'lat': 5.8397502, 'lon': -5.3575057, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie du Marché'}}"
"{'type': 'node', 'id': 7775299414, 'lat': 5.8330223, 'lon': -5.3596694, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Esperance'}}"
"{'type': 'node', 'id': 7869376758, 'lat': 6.4787581, 'lon': -5.7062843, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de Santé de Guepahouo'}}"
"{'type': 'node', 'id': 9327667973, 'lat': 5.5187723, 'lon': -5.2932975, 'tags': {'healthcare': 'yes', 'name': 'DISPENSAIRE DE BABOKON'}}"
"{'type': 'node', 'id': 9407863783, 'lat': 6.1170399, 'lon': -5.933423, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'PMI Garahio'}}"
"{'type': 'node', 'id': 9422900026, 'lat': 6.1075955, 'lon': -5.9229814, 'tags': {'healthcare': 'laboratory', 'name': 'Copharmed'}}"
"{'type': 'node', 'id': 9480626208, 'lat': 6.1230724, 'lon': -5.934959, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Centre anti tuberculeux (CAT)'}}"
"{'type': 'node', 'id': 9714338052, 'lat': 6.1128817, 'lon': -5.9350467, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'PARMACIE NOTRE DAME IMMACULE CONCEPTION'}}"
"{'type': 'node', 'id': 9798106337, 'lat': 6.1143214, 'lon': -5.9343628, 'tags': {'healthcare': 'yes', 'name': 'Cabinet médical centre régional de diagnostic'}}"
"{'type': 'node', 'id': 10055669963, 'lat': 5.8387524, 'lon': -5.3646884, 'tags': {'healthcare': 'yes', 'name': 'Centre Médical de Djiboua (CMED)'}}"
"{'type': 'node', 'id': 11188830638, 'lat': 6.8011372, 'lon': -5.2792015, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Sans Frontière'}}"
"{'type': 'node', 'id': 11508553140, 'lat': 6.1249545, 'lon': -5.954753, 'tags': {'healthcare': 'laboratory', 'name': 'LABOREX'}}"
"{'type': 'node', 'id': 11508553141, 'lat': 6.1199982, 'lon': -5.9673818, 'tags': {'healthcare': 'laboratory', 'name': 'TEDIS PHARMA'}}"
"{'type': 'node', 'id': 11563886704, 'lat': 6.3517634, 'lon': -5.9422659, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Centre de santé rural de Zebizekou'}}"
"{'type': 'node', 'id': 11722108469, 'lat': 6.1313847, 'lon': -5.9412284, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Clinique le samaritain'}}"
"{'type': 'node', 'id': 11736769526, 'lat': 6.117885, 'lon': -5.9376406, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie garahio'}}"
"{'type': 'node', 'id': 12023020766, 'lat': 5.8436145, 'lon': -5.3574354, 'tags': {'healthcare': 'blood_bank', 'name': 'Banque de sang'}}"
"{'type': 'node', 'id': 12083906564, 'lat': 6.3083339, 'lon': -5.9386864, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Dispensaire de Ouragahio'}}"
"{'type': 'node', 'id': 12229378276, 'lat': 5.827409, 'lon': -5.3634417, 'tags': {'amenity': 'pharmacy', 'name': 'Pharmacie Fatima'}}"
