OSM_Data
"{'type': 'node', 'id': 3259870230, 'lat': 13.0862504, 'lon': -1.0849815, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Pharmacie du Rond Point'}}"
"{'type': 'node', 'id': 3260043467, 'lat': 13.0815144, 'lon': -1.086018, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'name': 'Pharmacie Adonai'}}"
"{'type': 'node', 'id': 8378542117, 'lat': 12.4181127, 'lon': -1.467297, 'tags': {'amenity': 'hospital', 'name': 'CMA Kossodo'}}"
"{'type': 'node', 'id': 8689854918, 'lat': 12.4221601, 'lon': -1.4171364, 'tags': {'amenity': 'hospital', 'name': 'Madame voyante'}}"
"{'type': 'node', 'id': 8872728117, 'lat': 12.42239, 'lon': -1.5497783, 'tags': {'amenity': 'hospital', 'name': 'Centre Médical Don Orione'}}"
"{'type': 'node', 'id': 8881155617, 'lat': 13.3301439, 'lon': -1.5294184, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre Medical avec Antenne chirurgicale', 'name:fr': 'CMA de Kongoussi'}}"
"{'type': 'node', 'id': 9331672445, 'lat': 12.5179956, 'lon': -1.4464147, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 9360221263, 'lat': 12.5182823, 'lon': -1.4952108, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 9366341228, 'lat': 12.5341784, 'lon': -1.4664052, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 9373549390, 'lat': 12.5293476, 'lon': -1.5171392, 'tags': {'amenity': 'hospital', 'name': 'Dispensaire', 'operator': 'Public'}}"
"{'type': 'node', 'id': 9404723666, 'lat': 12.4832687, 'lon': -1.5012914, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 9483932676, 'lat': 12.5069861, 'lon': -1.5658776, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'CSPS', 'operator': 'Privé'}}"
"{'type': 'node', 'id': 9586160848, 'lat': 12.5042759, 'lon': -1.5804487, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11848053368, 'lat': 12.5949259, 'lon': -1.5589133, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11859004852, 'lat': 12.6787245, 'lon': -1.563811, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11861824024, 'lat': 12.6074511, 'lon': -1.554713, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11866208945, 'lat': 12.6073608, 'lon': -1.5548833, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 11866208946, 'lat': 12.5949219, 'lon': -1.5586632, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 11869421315, 'lat': 12.6156177, 'lon': -1.5879663, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 11869421328, 'lat': 12.6157682, 'lon': -1.5881574, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11883254174, 'lat': 12.6661923, 'lon': -1.5381382, 'tags': {'amenity': 'hospital', 'name': 'Centre Médical', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11888617791, 'lat': 12.6022487, 'lon': -1.6027004, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11888625419, 'lat': 12.6224491, 'lon': -1.6328658, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11892069517, 'lat': 12.5931615, 'lon': -1.6722983, 'tags': {'amenity': 'hospital', 'name': 'Dispensaire', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11894495366, 'lat': 12.6225132, 'lon': -1.6327424, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 11899169991, 'lat': 12.6678462, 'lon': -1.6719952, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11907150734, 'lat': 12.673797, 'lon': -1.7429182, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11907524410, 'lat': 12.6260218, 'lon': -1.7247476, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11964737085, 'lat': 12.5509218, 'lon': -1.6407448, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11973892161, 'lat': 12.5469762, 'lon': -1.6530159, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11991817915, 'lat': 12.5367914, 'lon': -1.6851273, 'tags': {'amenity': 'hospital', 'name': 'Dispensaire', 'operator': 'Public'}}"
"{'type': 'node', 'id': 11992888825, 'lat': 12.5279075, 'lon': -1.686502, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 12003122332, 'lat': 12.4506953, 'lon': -1.6707547, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 12012254857, 'lat': 12.4608521, 'lon': -1.7350674, 'tags': {'amenity': 'hospital', 'name': 'CSPS', 'operator': 'Public'}}"
"{'type': 'node', 'id': 12053724274, 'lat': 12.4169784, 'lon': -1.7455669, 'tags': {'amenity': 'hospital', 'name': 'Dispensaire', 'operator': 'Public'}}"
