OSM_Data
"{'type': 'node', 'id': 4535581388, 'lat': 7.4479718, 'lon': 2.7479998, 'tags': {'amenity': 'hospital', 'name': ""Marternité d'Ilikimou"", 'source': 'gps;servey'}}"
"{'type': 'node', 'id': 9899830387, 'lat': 8.3062913, 'lon': 3.0285964, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899830389, 'lat': 8.3042891, 'lon': 3.0283499, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899830411, 'lat': 8.305176, 'lon': 3.0294725, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899830414, 'lat': 8.3039587, 'lon': 3.0281078, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899847265, 'lat': 7.8785422, 'lon': 3.1463195, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899847305, 'lat': 7.880272, 'lon': 3.1452145, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899849429, 'lat': 7.7573683, 'lon': 3.113564, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899849438, 'lat': 7.7606129, 'lon': 3.1133347, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899853839, 'lat': 8.278619, 'lon': 2.9960716, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899855317, 'lat': 8.3060827, 'lon': 3.0284921, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899855325, 'lat': 8.3065528, 'lon': 3.0284621, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899855327, 'lat': 8.3053271, 'lon': 3.0287529, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899855385, 'lat': 8.3071037, 'lon': 3.0285867, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899855387, 'lat': 8.3058281, 'lon': 3.0285316, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899855398, 'lat': 8.3043971, 'lon': 3.0277581, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899858395, 'lat': 7.7970972, 'lon': 3.1229021, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899858414, 'lat': 7.7972416, 'lon': 3.1234946, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899868067, 'lat': 8.6286449, 'lon': 3.0355522, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899868071, 'lat': 8.6262982, 'lon': 3.037286, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899868081, 'lat': 8.6264735, 'lon': 3.0357724, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899868097, 'lat': 8.6264917, 'lon': 3.0367829, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899868105, 'lat': 8.6256633, 'lon': 3.0348815, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899868109, 'lat': 8.6254855, 'lon': 3.0384902, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899881081, 'lat': 8.0597305, 'lon': 2.9582789, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899882246, 'lat': 8.5716968, 'lon': 2.8719776, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899882250, 'lat': 8.5707924, 'lon': 2.8719209, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899882271, 'lat': 8.5699125, 'lon': 2.8721041, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899887938, 'lat': 8.567256, 'lon': 2.9144583, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899887940, 'lat': 8.5668768, 'lon': 2.9149466, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899887942, 'lat': 8.5664577, 'lon': 2.9142381, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899887946, 'lat': 8.5676683, 'lon': 2.9160664, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899895523, 'lat': 8.5618284, 'lon': 2.7644869, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899895558, 'lat': 8.5606459, 'lon': 2.7643661, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899902317, 'lat': 8.6293138, 'lon': 3.037494, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899902325, 'lat': 8.6266062, 'lon': 3.0361217, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899914024, 'lat': 8.0595829, 'lon': 2.9593496, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899914025, 'lat': 8.0586042, 'lon': 2.960547, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 9899914029, 'lat': 8.0596374, 'lon': 2.9598201, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 10115726469, 'lat': 8.4750433, 'lon': 3.009323, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 10115726479, 'lat': 8.475098, 'lon': 3.010846, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 10115726484, 'lat': 8.4755968, 'lon': 3.0117424, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 10115726505, 'lat': 8.4754919, 'lon': 3.0113325, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 10115726506, 'lat': 8.4752403, 'lon': 3.0098314, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 10115728724, 'lat': 8.4755395, 'lon': 3.0115598, 'tags': {'amenity': 'pharmacy', 'source': 'nigeriase4all.gov.ng', 'source:date': '2022'}}"
"{'type': 'node', 'id': 10970595464, 'lat': 7.8167962, 'lon': 2.5856047, 'tags': {'amenity': 'hospital', 'name': 'CSA de Béssè'}}"
"{'type': 'node', 'id': 11945874555, 'lat': 8.4964809, 'lon': 2.371777, 'tags': {'amenity': 'pharmacy', 'name': 'Pharmacie de Gbanlin'}}"
