OSM_Data
"{'type': 'node', 'id': 1398586704, 'lat': 25.0525437, 'lon': 102.7079211, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 4310112035, 'lat': 25.0532866, 'lon': 102.7108466, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '云南中医肠胃病医院', 'name:en': 'Yunnan Stomach and intestinal Chinese medicine hospital'}}"
"{'type': 'node', 'id': 4311059690, 'lat': 25.0628533, 'lon': 102.7311967, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '云南妇女儿童医院', 'name:en': 'woman children hospital'}}"
"{'type': 'node', 'id': 4311299292, 'lat': 25.0636345, 'lon': 102.731306, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '云南九州医院'}}"
"{'type': 'node', 'id': 4312456295, 'lat': 25.0562465, 'lon': 102.7248468, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '男健医院', 'name:en': 'Nanjian Hospital'}}"
"{'type': 'node', 'id': 4359558189, 'lat': 25.0542648, 'lon': 102.7050395, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist', 'name:fr': 'wang'}}"
"{'type': 'node', 'id': 5118926221, 'lat': 24.9489863, 'lon': 102.7848694, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '萍威药材', 'name:en': 'Chinese Medicine Center / Natural Chinese Medicine', 'opening_hours': 'Mo-Su 09:00-18:00', 'operator': '谢丽萍', 'phone': '+86 136 1871 5539'}}"
"{'type': 'node', 'id': 5663676623, 'lat': 25.4934846, 'lon': 103.7870953, 'tags': {'amenity': 'hospital'}}"
"{'type': 'node', 'id': 6054240893, 'lat': 25.044618, 'lon': 102.6932394, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6054285588, 'lat': 25.0529587, 'lon': 102.6845718, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 6054286185, 'lat': 25.0522532, 'lon': 102.6878206, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 6054286186, 'lat': 25.0512959, 'lon': 102.6874452, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6054286188, 'lat': 25.0467615, 'lon': 102.6906028, 'tags': {'amenity': 'pharmacy', 'branch': '昆明人民西路', 'healthcare': 'pharmacy', 'name': '一心堂', 'survey:date': '2022-03-17'}}"
"{'type': 'node', 'id': 6054286285, 'lat': 25.0514285, 'lon': 102.6874892, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist'}}"
"{'type': 'node', 'id': 6062485087, 'lat': 25.0215236, 'lon': 102.7174821, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6062571788, 'lat': 25.0874334, 'lon': 102.7018155, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6062624985, 'lat': 25.0785643, 'lon': 102.7068509, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6062637085, 'lat': 25.0758118, 'lon': 102.6972573, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6062663285, 'lat': 25.0571493, 'lon': 102.6973221, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '健之佳'}}"
"{'type': 'node', 'id': 6063173186, 'lat': 25.06825, 'lon': 102.7077759, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6063198785, 'lat': 25.0709824, 'lon': 102.7078302, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6063199087, 'lat': 25.0722806, 'lon': 102.7081636, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6063230585, 'lat': 25.0872694, 'lon': 102.7163446, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6063232086, 'lat': 25.1013678, 'lon': 102.7236545, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6063650387, 'lat': 25.0865503, 'lon': 102.748176, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6063650388, 'lat': 25.0860733, 'lon': 102.7451873, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6063662885, 'lat': 25.0764123, 'lon': 102.7354264, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065118885, 'lat': 25.0807699, 'lon': 102.7123398, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065136285, 'lat': 25.0805673, 'lon': 102.7124463, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065136287, 'lat': 25.077098, 'lon': 102.7183511, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065157389, 'lat': 25.076355, 'lon': 102.7164521, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065171186, 'lat': 25.0764014, 'lon': 102.7161508, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065232585, 'lat': 25.0740787, 'lon': 102.7150638, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6065232587, 'lat': 25.0736699, 'lon': 102.7153004, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6065258288, 'lat': 25.0626326, 'lon': 102.7148288, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6065293085, 'lat': 25.0582616, 'lon': 102.7182408, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065304386, 'lat': 25.0552985, 'lon': 102.7165047, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065531588, 'lat': 25.0528022, 'lon': 102.7102367, 'tags': {'alt_name': '云南省口腔医院', 'amenity': 'dentist', 'healthcare': 'dentist', 'healthcare:speciality': 'dental_oral_maxillo_facial_surgery;endodontics;implantology;orthodontics;periodontics;stomatology', 'name': '昆明医科大学附属口腔医院第二门诊部'}}"
"{'type': 'node', 'id': 6065597090, 'lat': 25.0560452, 'lon': 102.7178523, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065653991, 'lat': 25.0576117, 'lon': 102.7185358, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6065653992, 'lat': 25.0580044, 'lon': 102.7181452, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6067595787, 'lat': 25.0474409, 'lon': 102.6928149, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6067595788, 'lat': 25.0472482, 'lon': 102.6927267, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist', 'name': '五华金桥口腔', 'survey:date': '2022-03-17'}}"
"{'type': 'node', 'id': 6067786286, 'lat': 25.0452818, 'lon': 102.6967494, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6067820785, 'lat': 25.0428676, 'lon': 102.6992095, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist'}}"
"{'type': 'node', 'id': 6067829085, 'lat': 25.0424524, 'lon': 102.7006792, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6067834894, 'lat': 25.0336127, 'lon': 102.72066, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6067849485, 'lat': 25.036109, 'lon': 102.714666, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 6067866786, 'lat': 25.0333988, 'lon': 102.7210818, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6068051986, 'lat': 25.0693004, 'lon': 102.7099073, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6068053087, 'lat': 25.0708082, 'lon': 102.7081602, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6068086088, 'lat': 25.0754881, 'lon': 102.7078812, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6068108487, 'lat': 25.0794849, 'lon': 102.7060636, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6069835188, 'lat': 25.0457079, 'lon': 102.7208744, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6069835190, 'lat': 25.0461843, 'lon': 102.7236748, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6070070286, 'lat': 25.0500138, 'lon': 102.7323245, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor'}}"
"{'type': 'node', 'id': 6070070287, 'lat': 25.0503558, 'lon': 102.7322925, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6070108685, 'lat': 25.0502152, 'lon': 102.7323042, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6070108688, 'lat': 25.0527835, 'lon': 102.7319876, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6070124795, 'lat': 25.0574016, 'lon': 102.7341426, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6070153994, 'lat': 25.0655667, 'lon': 102.7289206, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6070252285, 'lat': 25.0275855, 'lon': 102.7196001, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6070252308, 'lat': 25.0275469, 'lon': 102.7197194, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 6070252310, 'lat': 25.0275291, 'lon': 102.7210182, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6325173973, 'lat': 25.0317455, 'lon': 102.7133578, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6325173977, 'lat': 25.0500419, 'lon': 102.7133654, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6325191358, 'lat': 25.0341904, 'lon': 102.720017, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist'}}"
"{'type': 'node', 'id': 6325191813, 'lat': 25.0515803, 'lon': 102.7131431, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6342900094, 'lat': 25.0437994, 'lon': 102.699578, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6342921808, 'lat': 25.0711397, 'lon': 102.7024663, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': '第九二〇医院五华分院'}}"
"{'type': 'node', 'id': 6342921824, 'lat': 25.0660602, 'lon': 102.7192317, 'tags': {'amenity': 'hospital'}}"
"{'type': 'node', 'id': 6342921825, 'lat': 25.0661668, 'lon': 102.7186222, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6342921829, 'lat': 25.0566467, 'lon': 102.6945022, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6342938388, 'lat': 25.0423689, 'lon': 102.7053935, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '昆明工众药房'}}"
"{'type': 'node', 'id': 6342938396, 'lat': 25.0589418, 'lon': 102.6926398, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'name': '昆华诊所'}}"
"{'type': 'node', 'id': 6342938409, 'lat': 25.0658912, 'lon': 102.7185327, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6342944288, 'lat': 25.0569791, 'lon': 102.6938585, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '健之佳博仁堂'}}"
"{'type': 'node', 'id': 6342944293, 'lat': 25.0752592, 'lon': 102.708901, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6342944298, 'lat': 25.0660894, 'lon': 102.7189705, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6343013940, 'lat': 25.057407, 'lon': 102.6819894, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6343048489, 'lat': 25.0602004, 'lon': 102.6922754, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 6343048491, 'lat': 25.0572752, 'lon': 102.6822201, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6343048493, 'lat': 25.0556567, 'lon': 102.6784074, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6346761891, 'lat': 25.0547687, 'lon': 102.6741664, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6346762192, 'lat': 25.0535413, 'lon': 102.6739351, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6346762195, 'lat': 25.0520564, 'lon': 102.6758991, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6346767987, 'lat': 25.0520774, 'lon': 102.6755648, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6351684494, 'lat': 25.0597157, 'lon': 102.7283515, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351696012, 'lat': 25.0553653, 'lon': 102.6751173, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor'}}"
"{'type': 'node', 'id': 6351696017, 'lat': 25.0476971, 'lon': 102.6861643, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351696035, 'lat': 25.0497024, 'lon': 102.693365, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351696039, 'lat': 25.0766011, 'lon': 102.6993116, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor'}}"
"{'type': 'node', 'id': 6351696042, 'lat': 25.0631182, 'lon': 102.6907515, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist'}}"
"{'type': 'node', 'id': 6351696046, 'lat': 25.0510543, 'lon': 102.6738228, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '东骏大药房'}}"
"{'type': 'node', 'id': 6351696047, 'lat': 25.0514556, 'lon': 102.6739402, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '昆明大滇医院'}}"
"{'type': 'node', 'id': 6351696051, 'lat': 25.0526874, 'lon': 102.6810979, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 6351696113, 'lat': 25.0563426, 'lon': 102.7201953, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6351696117, 'lat': 25.0557424, 'lon': 102.7223163, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital'}}"
"{'type': 'node', 'id': 6351696902, 'lat': 25.0486345, 'lon': 102.6946641, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': '昆明中伯中医医院'}}"
"{'type': 'node', 'id': 6351696929, 'lat': 25.0483208, 'lon': 102.7011229, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351696945, 'lat': 25.0574644, 'lon': 102.7260479, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351696947, 'lat': 25.0579972, 'lon': 102.7266071, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351702388, 'lat': 25.0618206, 'lon': 102.7215425, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6351702390, 'lat': 25.0590958, 'lon': 102.7274298, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist'}}"
"{'type': 'node', 'id': 6351708525, 'lat': 25.028964, 'lon': 102.7202708, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor'}}"
"{'type': 'node', 'id': 6351708552, 'lat': 25.0563196, 'lon': 102.6855954, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'healthcare:speciality': 'fertility'}}"
"{'type': 'node', 'id': 6351708559, 'lat': 25.0670934, 'lon': 102.6964696, 'tags': {'amenity': 'pharmacy', 'opening_hours': 'Jan-Dec PH,Mo-Su 08:00-22:00'}}"
"{'type': 'node', 'id': 6351708611, 'lat': 25.0500417, 'lon': 102.6963391, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '健之佳'}}"
"{'type': 'node', 'id': 6351708615, 'lat': 25.0758815, 'lon': 102.6975943, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351708622, 'lat': 25.0423789, 'lon': 102.7055171, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 6351708629, 'lat': 25.0396452, 'lon': 102.6783843, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6351708631, 'lat': 25.0543096, 'lon': 102.6789113, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist', 'name': '五华致和口腔诊所', 'operator:type': 'private', 'phone': '0871 6536 6316'}}"
"{'type': 'node', 'id': 6351708632, 'lat': 25.0548745, 'lon': 102.6789698, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'SPS国药控股'}}"
"{'type': 'node', 'id': 6351708642, 'lat': 25.0571603, 'lon': 102.688504, 'tags': {'amenity': 'doctors', 'healthcare': 'rehabilitation', 'name': '昆明仁华医养中心'}}"
"{'type': 'node', 'id': 6351708643, 'lat': 25.0589128, 'lon': 102.6878056, 'tags': {'amenity': 'pharmacy', 'branch': '昆明虹山东路连锁四店', 'brand': '一心堂', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351708653, 'lat': 25.0242584, 'lon': 102.7532233, 'tags': {'amenity': 'clinic', 'fixme': '可能已经不在了', 'healthcare': 'clinic'}}"
"{'type': 'node', 'id': 6351708654, 'lat': 25.0211661, 'lon': 102.7163728, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351708655, 'lat': 25.0211161, 'lon': 102.7159132, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351708656, 'lat': 25.0211707, 'lon': 102.7150239, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor'}}"
"{'type': 'node', 'id': 6351708658, 'lat': 25.0390772, 'lon': 102.7152785, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351708690, 'lat': 25.0499181, 'lon': 102.6934283, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351708708, 'lat': 25.065195, 'lon': 102.6869125, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6351709987, 'lat': 25.0287831, 'lon': 102.7190689, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6382603847, 'lat': 25.065599, 'lon': 102.690446, 'tags': {'amenity': 'dentist', 'healthcare': 'dentist'}}"
"{'type': 'node', 'id': 6388599593, 'lat': 25.0654815, 'lon': 102.6939702, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor'}}"
"{'type': 'node', 'id': 6534411306, 'lat': 24.8941583, 'lon': 102.8025462, 'tags': {'amenity': 'hospital'}}"
"{'type': 'node', 'id': 6702890685, 'lat': 25.0889345, 'lon': 102.7352088, 'tags': {'addr:street': '北京路', 'amenity': 'hospital', 'name:en': 'Richland International Hospital'}}"
"{'type': 'node', 'id': 6895658285, 'lat': 25.0388795, 'lon': 102.6933635, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6895658585, 'lat': 25.0386354, 'lon': 102.6928502, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 6895671687, 'lat': 25.041557, 'lon': 102.6918341, 'tags': {'amenity': 'pharmacy', 'branch': '昆明篆塘', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 6907947385, 'lat': 24.3436294, 'lon': 102.8621699, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 6907949787, 'lat': 24.3431824, 'lon': 102.8619052, 'tags': {'amenity': 'pharmacy'}}"
"{'type': 'node', 'id': 7070937176, 'lat': 25.04408, 'lon': 102.6972389, 'tags': {'amenity': 'clinic', 'healthcare': 'health_post', 'name': '大观社区卫生服务中心'}}"
"{'type': 'node', 'id': 7127921942, 'lat': 25.0296019, 'lon': 102.7130893, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 7127936388, 'lat': 25.0276212, 'lon': 102.7124335, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy'}}"
"{'type': 'node', 'id': 7294809906, 'lat': 25.0583138, 'lon': 102.7043988, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '健之佳'}}"
"{'type': 'node', 'id': 7331005855, 'lat': 25.0611066, 'lon': 102.7006931, 'tags': {'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 9299747506, 'lat': 25.0333244, 'lon': 102.706841, 'tags': {'government': 'healthcare', 'healthcare': 'laboratory', 'name': '云南省疾病预防控制中心', 'office': 'government'}}"
"{'type': 'node', 'id': 9380913443, 'lat': 25.0452273, 'lon': 102.6881857, 'tags': {'alt_name': '德倍康肾病医院', 'amenity': 'clinic', 'healthcare': 'clinic', 'healthcare:speciality': 'dialysis', 'name': '德倍康血液透析中心'}}"
"{'type': 'node', 'id': 9402579849, 'lat': 25.0312794, 'lon': 102.675114, 'tags': {'amenity': 'pharmacy', 'name': '一心堂'}}"
"{'type': 'node', 'id': 9491631156, 'lat': 24.9184477, 'lon': 103.1313872, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'healthcare:speciality': 'psychiatry', 'name': '安康精神病院'}}"
"{'type': 'node', 'id': 9610204419, 'lat': 25.0522305, 'lon': 102.6841069, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'healthcare:speciality': 'plastic_surgery', 'name': '社区卫生中心', 'survey:date': '2022-03-27'}}"
"{'type': 'node', 'id': 9671324618, 'lat': 25.0650724, 'lon': 102.6906566, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'survey:date': '2022-04-16'}}"
"{'type': 'node', 'id': 9706290617, 'lat': 25.0313489, 'lon': 102.6999568, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': '一心堂', 'survey:date': '2022-04-23'}}"
"{'type': 'node', 'id': 9763658887, 'lat': 25.0684985, 'lon': 102.682085, 'tags': {'amenity': 'clinic', 'name': '社区卫生站'}}"
"{'type': 'node', 'id': 10187441039, 'lat': 25.0405312, 'lon': 102.7332804, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'operator': '一心堂'}}"
