OSM_Data
"{'type': 'node', 'id': 2483017354, 'lat': 6.6227975, 'lon': -5.913364, 'tags': {'addr:city': 'Sinfra', 'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de Sinfra'}}"
"{'type': 'node', 'id': 3254374039, 'lat': 6.8199171, 'lon': -5.2788645, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'loc_name': 'Pharmacie Agbassi', 'name': 'Pharmacie de Yamoussoukro'}}"
"{'type': 'node', 'id': 3254375322, 'lat': 6.8115904, 'lon': -5.2640088, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie 220 Logements'}}"
"{'type': 'node', 'id': 10042468156, 'lat': 6.979754, 'lon': -5.7449962, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie de l’Alliance'}}"
"{'type': 'node', 'id': 10605908145, 'lat': 6.6546146, 'lon': -4.714094, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Paul et Marie'}}"
"{'type': 'node', 'id': 11169808757, 'lat': 7.3788619, 'lon': -5.5917772, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de santé rurale de Sran Bondossou', 'opening_hours': 'Mo-Su 08:00-18:00'}}"
"{'type': 'node', 'id': 11169830120, 'lat': 7.3537635, 'lon': -5.5898407, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de santé rurale de Sran Belakro', 'opening_hours': 'Mo-Su 08:00-16:00'}}"
"{'type': 'node', 'id': 11185743937, 'lat': 6.8141908, 'lon': -5.2703891, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Azi'}}"
"{'type': 'node', 'id': 11188830638, 'lat': 6.8011372, 'lon': -5.2792015, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Sans Frontière'}}"
"{'type': 'node', 'id': 11274379069, 'lat': 6.812754, 'lon': -5.2527053, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie les Magnolias'}}"
"{'type': 'node', 'id': 11370616769, 'lat': 6.809718, 'lon': -5.2648823, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Notre-Dame de Fatima'}}"
"{'type': 'node', 'id': 11563886704, 'lat': 6.3517634, 'lon': -5.9422659, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Centre de santé rural de Zebizekou'}}"
"{'type': 'node', 'id': 11574557769, 'lat': 6.8145102, 'lon': -5.2644167, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Grande Pharmacie de la Capitale', 'phone': '+2252724361166'}}"
"{'type': 'node', 'id': 11768535834, 'lat': 6.8754182, 'lon': -5.4019523, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Dépôt Pharmaceutique de Zatta'}}"
"{'type': 'node', 'id': 11768630764, 'lat': 6.8360827, 'lon': -5.3372803, 'tags': {'amenity': 'hospital', 'healthcare': 'hospital', 'name': 'Centre de Santé Bonzi'}}"
"{'type': 'node', 'id': 11768815436, 'lat': 6.7788243, 'lon': -5.2378312, 'tags': {'amenity': 'pharmacy', 'healthcare': 'pharmacy', 'name': 'Pharmacie Les Jasmins'}}"
"{'type': 'node', 'id': 12083906564, 'lat': 6.3083339, 'lon': -5.9386864, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Dispensaire de Ouragahio'}}"
"{'type': 'node', 'id': 12259695401, 'lat': 6.8100162, 'lon': -5.2747701, 'tags': {'amenity': 'pharmacy', 'name': 'Pharmacie de la Mosquée'}}"
"{'type': 'node', 'id': 12335357722, 'lat': 7.1757361, 'lon': -5.9276384, 'tags': {'amenity': 'clinic', 'healthcare': 'clinic', 'name': 'Centre de Santé'}}"
"{'type': 'node', 'id': 12413819831, 'lat': 6.8268484, 'lon': -5.2887184, 'tags': {'amenity': 'doctors', 'healthcare': 'doctor', 'healthcare:speciality': 'vaccination', 'name': 'Vaccination'}}"
